datetime,ppt,tmin,tmax
2000-04-23,0.0,1.89128000497818,20.14933979034424
2000-04-24,0.0,3.316559972763061,20.037599601745605
2000-04-25,0.0,6.436560125350952,20.813240203857426
2000-04-26,0.0,6.692499771118165,19.58152046203613
2000-04-27,9.5985599899292,7.62865979194641,19.715979537963868
2000-04-28,0.6560599815845489,2.37123996257782,15.589080047607425
2000-04-29,0.0,3.239460096359253,15.59361972808838
2000-04-30,8.750619735717773,5.786300134658814,19.278479537963868
2000-05-01,0.5835800009965896,4.22128005027771,19.053899116516117
2000-05-02,0.0,5.995380125045776,21.104260025024416
2000-05-03,0.0,9.178139743804932,26.04410045623779
2000-05-04,0.0,8.476160182952881,24.03367965698242
2000-05-05,0.0,9.935519905090333,27.070080070495603
2000-05-06,0.3953400093317032,9.476940002441406,29.444519500732422
2000-05-07,0.0,8.19129976272583,19.773039703369143
2000-05-08,12.535239753723143,7.651159839630128,18.075119438171388
2000-05-09,0.0,3.056099920272827,16.462700500488282
2000-05-10,0.0043400001339614,5.479319829940796,19.202780036926267
2000-05-11,3.0848200607299803,9.028660049438477,19.272180099487304
2000-05-12,4.722980060577393,4.3214199829101565,12.561600074768066
2000-05-13,4.260999879837036,0.1192600014805793,6.29112000465393
2000-05-14,0.0,-0.0770000005513429,11.548999786376951
2000-05-15,0.2198600013484247,3.9873600673675536,17.84052059173584
2000-05-16,1.553579955101013,4.531260013580322,14.690900173187256
2000-05-17,0.0,6.239759969711304,17.92020034790039
2000-05-18,0.0,1.1887199640274049,14.628340187072752
2000-05-19,0.0,2.687499990463257,14.96940010070801
2000-05-20,0.0,7.657959976196288,22.588119926452634
2000-05-21,0.0,7.782939987182617,19.96949966430664
2000-05-22,0.0,9.86774015426636,23.780299568176268
2000-05-23,0.0,8.490460033416747,24.15727954864502
2000-05-24,0.0,8.390859813690186,23.28653980255127
2000-05-25,0.0,4.312679843902588,18.866200180053717
2000-05-26,0.0,7.074820098876953,21.193820114135743
2000-05-27,14.158519802093506,10.869619770050049,21.56659957885742
2000-05-28,3.6287799596786496,8.0470196723938,16.16734001159668
2000-05-29,0.0,9.207280044555665,22.736460189819336
2000-05-30,5.857060060501098,7.918200216293335,16.77199939727783
2000-05-31,0.0,7.073860063552856,20.66441959381104
2000-06-01,5.506839866638185,7.568460187911986,15.203799839019776
2000-06-02,0.5239999794960022,4.925079984664917,13.294879875183105
2000-06-03,0.0,6.383420085906982,17.147759666442873
2000-06-04,7.282540102005005,8.544500064849853,15.28314031600952
2000-06-05,0.0,5.747139911651612,18.589719581604005
2000-06-06,0.0,8.22286018371582,20.8320597076416
2000-06-07,0.0,11.62063991546631,25.0685595703125
2000-06-08,0.0,14.4311802482605,30.289779891967772
2000-06-09,0.0,13.451699905395508,28.182520217895508
2000-06-10,2.438320021629333,12.670539722442628,31.999760284423825
2000-06-11,0.0,8.935439834594726,21.14606025695801
2000-06-12,0.6724000132083893,12.689779891967776,26.24174068450928
2000-06-13,2.1680200624465944,15.534779834747312,28.65694061279297
2000-06-14,27.60223957061768,12.292459983825683,21.54741973876953
2000-06-15,4.1112400245666505,11.587099723815918,18.501280021667483
2000-06-16,10.924399738311768,6.535939998626709,15.542759742736816
2000-06-17,0.1556199920177459,6.332600135803222,13.622340030670165
